asset_type,stock_code,units,last_mark,market_value
position,600639.XSHG,0.0003307714860836963,39.9222838,0.013205153140381076
position,600649.XSHG,0.0005223263137173503,25.4564739,0.01329658617242894
position,600664.XSHG,0.0003954869334597009,33.2847036,0.013163665357879066
position,600771.XSHG,9.085338474650346e-05,133.06036360000002,0.012088984408660446
position,600789.XSHG,0.0005026074761968303,26.389723199999995,0.013263672175084939
position,600812.XSHG,0.0005669704459650256,21.3998281,0.012133070081431887
position,600821.XSHG,0.0005599777472196597,23.4122427,0.013110334924505923
position,600861.XSHG,0.0002975499178029787,43.534389,0.0129536538685529
position,600894.XSHG,0.0003287984803197116,41.03185920000001,0.01349121294965238
position,600903.XSHG,0.0013527371723277709,9.6365815,0.01303576200921611
position,600975.XSHG,0.00028820691752493336,43.3899286,0.012505277573432947
position,600997.XSHG,0.0004333713321993674,30.402857800000003,0.01317572698745393
position,601096.XSHG,0.0031697338994173077,4.2249792,0.013392059794573016
position,601200.XSHG,0.0009999059228446869,13.3933198,0.013392059794573018
position,601860.XSHG,0.003851226621792908,3.4222796,0.013179974302738784
position,601882.XSHG,0.0006295703450793696,21.651297,0.01363101452370592
position,603055.XSHG,0.0009427727987589285,14.2049705,0.013392059794573016
position,603118.XSHG,0.0004509405794745709,29.7965376,0.013436467931679841
position,603219.XSHG,0.0005038429055474424,24.748166,0.012469187864410425
position,603227.XSHG,0.0007077034545390644,18.8236692,0.013321575719940588
position,603323.XSHG,0.0012564919000557205,10.329068,0.01297839027712474
position,605011.XSHG,0.0006358337562144204,20.818268,0.01323695754031847
position,688106.XSHG,0.0006640073535661938,21.01577985,0.013954632361328241
position,688252.XSHG,0.0005977165060348483,21.65362486,0.012942728994308532
position,688276.XSHG,0.0006683373906346841,19.33308822,0.012921025733864949
cash,CASH,1.0,0.018619292352302835,0.018619292352302835
